# gostim2 version: v0.1.1-1-gdf321bc (Go version)
# Author: Christophe Pallier <christophe@pallier.org>
# License: GPLv3
# GitHub: https://github.com/chrplr/gostim2
# SDL Version: 3.4.0
# Platform: linux
# Hostname: is158520
# Username: cp983411
# Video Driver: wayland
# Audio Driver: pipewire
# Audio Sample Rate: 44100 Hz
# Renderer: opengl
# Display Mode: 3840x2160 @ 60.00Hz (Physical)
# Logical Resolution: 1920x1080
# Font: /usr/share/fonts/truetype/liberation/LiberationSans-Regular.ttf
# Font Size: 50
# Start Date: 2026-03-18 10:48:06.352
# End Date: 2026-03-18 10:48:49.887
# Completion Status: Completed Normally
# Command Line: ../../gostim2-gui
subject_id	intended_ms	actual_ms	type	label	onset_time	duration	type	stimuli
unknown	23250	23262	TEXT_OFFSET	Jusqu’à la saison nouvelle.	22000	1250	TEXT	Jusqu’à la saison nouvelle.
unknown	23500	23495	TEXT_ONSET	« Je vous paierai, lui dit-elle,	23500	1250	TEXT	« Je vous paierai, lui dit-elle,
unknown	24750	24746	TEXT_OFFSET	« Je vous paierai, lui dit-elle,	23500	1250	TEXT	« Je vous paierai, lui dit-elle,
unknown	25000	24996	TEXT_ONSET	Avant l’Août, foi d’animal,	25000	1250	TEXT	Avant l’Août, foi d’animal,
unknown	26250	26261	TEXT_OFFSET	Avant l’Août, foi d’animal,	25000	1250	TEXT	Avant l’Août, foi d’animal,
unknown	26500	26494	TEXT_ONSET	Intérêt et principal. »	26500	1250	TEXT	Intérêt et principal. »
unknown	27750	27760	TEXT_OFFSET	Intérêt et principal. »	26500	1250	TEXT	Intérêt et principal. »
unknown	28000	27993	TEXT_ONSET	La Fourmi n’est pas prêteuse :	28000	1250	TEXT	La Fourmi n’est pas prêteuse :
unknown	29250	29244	TEXT_OFFSET	La Fourmi n’est pas prêteuse :	28000	1250	TEXT	La Fourmi n’est pas prêteuse :
unknown	29500	29494	TEXT_ONSET	C’est là son moindre défaut.	29500	1250	TEXT	C’est là son moindre défaut.
unknown	30750	30745	TEXT_OFFSET	C’est là son moindre défaut.	29500	1250	TEXT	C’est là son moindre défaut.
unknown	31000	30996	TEXT_ONSET	Que faisiez-vous au temps chaud ?	31000	1250	TEXT	Que faisiez-vous au temps chaud ?
unknown	32250	32262	TEXT_OFFSET	Que faisiez-vous au temps chaud ?	31000	1250	TEXT	Que faisiez-vous au temps chaud ?
unknown	32500	32496	TEXT_ONSET	Dit-elle à cette emprunteuse.	32500	1250	TEXT	Dit-elle à cette emprunteuse.
unknown	33750	33763	TEXT_OFFSET	Dit-elle à cette emprunteuse.	32500	1250	TEXT	Dit-elle à cette emprunteuse.
unknown	34000	33996	TEXT_ONSET	Nuit et jour à tout venant	34000	1250	TEXT	Nuit et jour à tout venant
unknown	35250	35262	TEXT_OFFSET	Nuit et jour à tout venant	34000	1250	TEXT	Nuit et jour à tout venant
unknown	35500	35495	TEXT_ONSET	Je chantais, ne vous déplaise.	35500	1250	TEXT	Je chantais, ne vous déplaise.
unknown	36750	36746	TEXT_OFFSET	Je chantais, ne vous déplaise.	35500	1250	TEXT	Je chantais, ne vous déplaise.
unknown	37000	36996	TEXT_ONSET	Vous chantiez ? j’en suis fort aise.	37000	1250	TEXT	Vous chantiez ? j’en suis fort aise.
unknown	38250	38261	TEXT_OFFSET	Vous chantiez ? j’en suis fort aise.	37000	1250	TEXT	Vous chantiez ? j’en suis fort aise.
unknown	38500	38495	TEXT_ONSET	Eh bien! dansez maintenant.	38500	1250	TEXT	Eh bien! dansez maintenant.
unknown	39750	39745	TEXT_OFFSET	Eh bien! dansez maintenant.	38500	1250	TEXT	Eh bien! dansez maintenant.
unknown	40000	39995	TEXT_ONSET	Jean de La Fontaine	40000	3000	TEXT	Jean de La Fontaine
unknown	43000	42996	TEXT_OFFSET	Jean de La Fontaine	40000	3000	TEXT	Jean de La Fontaine
